title,startYear,runtimeMinutes,genres,averageRating,numVotes,region,language,tconst,decade
La loi du Seigneur,1956,137,"Drama,Family,Romance",7.3,7553.0,CA,en,tt0049233,1950
The Boy and the Laughing Dog,1956,94,Drama,7.2,1048.0,US,en,tt0049271,1950
Géant,1956,201,"Drama,Western",7.6,41358.0,FR,fr,tt0049261,1950
Gervaise,1956,112,Drama,7.4,1612.0,US,en,tt0049259,1950
The Ungrateful Heart,1951,110,"Drama,Music,Romance",8.3,35.0,GB,en,tt0043440,1950
L'implacable,1951,79,"Crime,Drama,Film-Noir",7.3,2653.0,FR,fr,tt0043435,1950
Affairs of Dr. Holl,1951,102,Drama,7.1,37.0,US,en,tt0043477,1950
Call It Treason,1951,119,"Drama,War",7.2,2887.0,US,en,tt0043459,1950
Mission spatiale : Le Jour où la Terre s'arrêta,1951,92,"Drama,Sci-Fi",7.8,84600.0,FR,fr,tt0043456,1950
William Wyler's Production of Sidney Kingsley's Detective Story,1951,103,"Crime,Drama,Film-Noir",7.5,9224.0,US,en,tt0043465,1950
L'ombre d'un homme,1951,90,Drama,8.1,5263.0,FR,fr,tt0043362,1950
Lights Out,1951,97,"Drama,Romance,War",7.3,950.0,US,en,tt0043361,1950
Capitaine sans peur,1951,117,"Action,Adventure,Drama",7.3,7297.0,FR,fr,tt0043379,1950
L'empereur du boulanger,1952,144,"Comedy,Fantasy",8.1,1439.0,FR,fr,tt0043411,1950
Chicago Calling!,1951,75,"Drama,Film-Noir,Thriller",7.1,325.0,US,en,tt0043401,1950
Golden Marie,1952,99,"Crime,Drama,Romance",7.6,5897.0,US,en,tt0043386,1950
Miss Julie,1951,90,"Drama,Romance",7.2,2017.0,US,en,tt0043567,1950
14 Hours,1951,92,"Drama,Film-Noir,Thriller",7.1,2879.0,US,en,tt0043560,1950
Le fard de Ginza,1951,87,Drama,7.0,383.0,FR,fr,tt0043587,1950
The Greatest Love,1952,118,Drama,7.4,4585.0,US,en,tt0043511,1950
"Murder, Inc.",1951,87,"Crime,Film-Noir,Thriller",7.3,5511.0,GB,en,tt0043503,1950
Cops and Robbers,1951,105,"Comedy,Drama",7.7,1708.0,GB,en,tt0043606,1950
Till We Meet Again,1950,110,"Drama,History,Romance",7.0,203.0,US,en,tt0043093,1950
The Whip,1950,91,"Crime,Drama,Film-Noir",7.0,1304.0,US,en,tt0043088,1950
Dans les coulisses,1950,104,"Comedy,Drama",7.2,326.0,FR,fr,tt0043108,1950
Night Cry,1950,95,"Crime,Drama,Film-Noir",7.6,9700.0,US,en,tt0043132,1950
Wagonmaster,1950,86,"Drama,Western",7.1,5305.0,US,en,tt0043117,1950
Quartier interdit,1951,90,"Crime,Drama,Musical",7.6,331.0,FR,fr,tt0043115,1950
The Condemned,1950,91,"Crime,Drama,Film-Noir",7.2,1804.0,US,en,tt0043075,1950
Secrets de femmes,1950,98,"Crime,Drama,Mystery",7.0,614.0,FR,fr,tt0043045,1950
Vers la joie,1950,98,Drama,7.2,3284.0,FR,fr,tt0043048,1950
Montana Winchester,1950,92,"Action,Drama,Western",7.6,21447.0,US,en,tt0043137,1950
Le vagabond,1951,193,"Drama,Musical,Romance",7.8,4398.0,FR,fr,tt0043306,1950
The Red Inn,1951,98,"Comedy,Crime",7.2,1555.0,US,en,tt0043303,1950
Angels and the Pirates,1951,99,"Comedy,Family,Fantasy",7.1,2843.0,US,en,tt0043286,1950
The Big Carnival,1951,111,"Drama,Film-Noir",8.1,38253.0,US,en,tt0043338,1950
Début d'été,1951,125,"Drama,Romance",8.1,9232.0,FR,fr,tt0043313,1950
The Axe of Wandsbek,1950,110,Drama,7.1,181.0,US,en,tt0043328,1950
Dans l'ombre de San Francisco,1950,77,"Crime,Drama,Film-Noir",7.2,4586.0,FR,fr,tt0043142,1950
Alicia en el país de las maravillas,1951,75,"Adventure,Animation,Comedy",7.3,150070.0,US,en,tt0043274,1950
L'African Queen,1951,105,"Adventure,Drama,Romance",7.7,82528.0,FR,fr,tt0043265,1950
Cost of Loving,1951,92,"Drama,Film-Noir,Thriller",7.2,3872.0,US,en,tt0043938,1950
Poison,1951,85,"Comedy,Crime",7.4,1521.0,US,en,tt0043927,1950
The Prize,1951,122,"Drama,Romance",7.7,24089.0,US,en,tt0043924,1950
Le fleuve,1951,99,"Drama,Romance",7.4,6696.0,FR,fr,tt0043972,1950
La charge victorieuse,1951,69,"Drama,War",7.1,4756.0,FR,fr,tt0043961,1950
Jackass Mail,1951,89,"Drama,Romance,Western",7.1,3054.0,US,en,tt0043959,1950
The Little World of Don Camillo,1952,107,Comedy,7.6,4707.0,GB,en,tt0043918,1950
Dark Highway,1951,82,"Drama,Film-Noir",7.2,7797.0,US,en,tt0043879,1950
Qui donc a vu ma belle?,1952,88,Comedy,7.1,1703.0,FR,fr,tt0043873,1950
Le voyage fantastique,1951,99,"Drama,Thriller",7.1,4217.0,FR,fr,tt0043859,1950
On murmure dans la ville,1951,110,"Comedy,Drama,Romance",7.3,6893.0,FR,fr,tt0043915,1950
Mademoiselle Oyû,1951,94,"Drama,Romance",7.4,1827.0,FR,fr,tt0043892,1950
Tracassin,1951,87,Comedy,7.2,9.0,FR,fr,tt0043904,1950
Un tramway nommé désir,1951,122,Drama,7.9,112486.0,CA,en,tt0044081,1950
Storm Center,1950,93,"Crime,Drama,Film-Noir",7.2,2539.0,US,en,tt0044075,1950
J'ai vécu l'enfer de Corée,1951,85,"Action,Drama,War",7.4,4629.0,FR,fr,tt0044072,1950
Illicit Interlude,1951,96,"Drama,Romance",7.5,6493.0,US,en,tt0044060,1950
Le grand attentat,1951,78,"Adventure,Crime,Drama",7.2,2234.0,FR,fr,tt0044105,1950
Déracinés,1951,104,"Crime,Drama",7.6,764.0,FR,fr,tt0044092,1950
Jacques Offenbach's The Tales of Hoffmann,1951,133,"Fantasy,Music,Musical",7.1,3772.0,GB,en,tt0044103,1950
Dark Eyes,1951,88,"Crime,Drama,Romance",7.8,15.0,US,en,tt0044004,1950
Never Take No for an Answer,1951,82,Drama,7.6,66.0,US,en,tt0044049,1950
Square Shooter,1951,72,"Comedy,Western",7.3,42.0,US,en,tt0044043,1950
Forbidden Games,1952,86,"Comedy,Drama,War",8.0,12848.0,US,en,tt0043686,1950
Rires au paradis,1951,93,Comedy,7.1,2004.0,FR,fr,tt0043727,1950
Before You Sleep Tonight,1951,64,Drama,7.9,24.0,US,en,tt0043630,1950
Menace dans la nuit,1951,77,"Crime,Drama,Film-Noir",7.0,2920.0,FR,fr,tt0043625,1950
L'idiot,1951,166,"Drama,Romance",7.2,5491.0,FR,fr,tt0043614,1950
Berkeley Square,1951,90,"Drama,Fantasy,Romance",7.0,1026.0,US,en,tt0043668,1950
Fini de rire,1951,120,"Action,Crime,Film-Noir",7.0,4789.0,FR,fr,tt0043643,1950
Le môme boule-de-gomme,1951,91,"Comedy,Crime,Music",7.0,2151.0,FR,fr,tt0043733,1950
Agence cupidon,1951,103,"Comedy,Romance",7.0,858.0,FR,fr,tt0043813,1950
Waterfront,1951,87,"Crime,Drama,Film-Noir",7.1,2496.0,US,en,tt0043812,1950
Le repas,1951,97,Drama,7.6,1766.0,FR,fr,tt0043801,1950
La dame de Musashino,1951,88,"Drama,Romance",7.3,696.0,FR,fr,tt0043825,1950
Desires,1952,97,Drama,7.7,13.0,US,en,tt0043737,1950
A Relative Stranger,1951,101,"Comedy,Drama,Romance",7.4,1905.0,US,en,tt0043792,1950
Sunset Boulevard,1950,110,"Drama,Film-Noir",8.4,231114.0,US,en,tt0043014,1950
Le chemin de l'espérance,1950,105,"Adventure,Drama",7.5,654.0,FR,fr,tt0042301,1950
Femmes en cage,1950,96,"Crime,Drama,Film-Noir",7.6,4439.0,FR,fr,tt0042296,1950
Cendrillon,1950,74,"Animation,Family,Fantasy",7.3,169899.0,FR,fr,tt0042332,1950
13 à la douzaine,1950,86,"Comedy,Drama,Family",7.0,5548.0,FR,fr,tt0042327,1950
La flèche brisée,1950,93,"Drama,Romance,Western",7.2,9411.0,CA,en,tt0042286,1950
Fugitive,1950,94,Drama,7.2,70.0,GB,en,tt0042284,1950
Beauty and the Devil,1950,96,"Comedy,Drama,Fantasy",7.4,1768.0,GB,en,tt0042235,1950
To Have and Have Not,1950,97,"Crime,Drama,Film-Noir",7.5,4069.0,US,en,tt0042281,1950
C'est arrivé un jour,1950,91,Drama,8.7,20.0,FR,fr,tt0042439,1950
Épilogue - Le mystère de l'Orplid,1950,91,"Crime,Drama",7.0,76.0,FR,fr,tt0042437,1950
Jean Cocteau's Les enfants terribles,1950,105,Drama,7.0,4259.0,FR,fr,tt0042436,1950
Mains criminelles,1951,113,"Crime,Drama,Mystery",7.4,333.0,FR,fr,tt0042434,1950
Edward and Caroline,1951,88,"Comedy,Drama,Romance",7.0,705.0,US,en,tt0042429,1950
Le père de la mariée,1950,92,"Comedy,Drama,Romance",7.1,12262.0,CA,en,tt0042451,1950
Docteur Praetorius,1950,95,"Comedy,Drama",7.1,110.0,FR,fr,tt0042480,1950
Girl with Hyacinths,1950,89,"Drama,Mystery",7.6,1038.0,US,en,tt0042466,1950
L'esclave du gang,1950,103,"Crime,Drama,Film-Noir",7.2,3390.0,FR,fr,tt0042376,1950
Cyrano de Bergerac,1950,113,"Adventure,Drama,Romance",7.4,4424.0,FR,fr,tt0042367,1950
Chronicle of a Love,1950,98,"Crime,Drama,Romance",7.1,3291.0,GB,en,tt0042355,1950
Le Christ interdit,1951,99,"Drama,Mystery,War",7.1,267.0,FR,fr,tt0042354,1950
Petite maman,1950,105,"Comedy,Family",7.0,605.0,FR,fr,tt0042409,1950
Isle of Sinners,1950,100,Drama,7.2,93.0,GB,en,tt0042401,1950
Le ciel est rouge,1950,100,Drama,7.7,35.0,FR,fr,tt0041249,1950
Torpilles humaines,1954,87,"Drama,War",7.1,55.0,FR,fr,tt0038089,1950
The Devil Is a Woman,1950,95,Drama,7.2,139.0,GB,en,tt0040300,1950
Best Performance,1950,138,Drama,8.2,136104.0,US,en,tt0042192,1950
Mon oeil clignote,1950,\N,"Comedy,Drama,Romance",7.9,17.0,FR,fr,tt0042216,1950
The Asphalt Jungle (The City Under the City),1950,112,"Crime,Drama,Film-Noir",7.8,29043.0,US,en,tt0042208,1950
Let's Go to Paris,1950,93,"Comedy,Musical",7.1,90.0,GB,en,tt0041702,1950
Chaînes du destin,1950,98,"Drama,Film-Noir,Romance",7.4,2822.0,FR,fr,tt0041694,1950
Goose Boy,1950,107,"Comedy,Drama",7.1,310.0,US,en,tt0041608,1950
Stromboli,1950,107,Drama,7.2,7720.0,FR,fr,tt0041931,1950
Quarantine,1950,96,"Crime,Drama,Film-Noir",7.2,8567.0,US,en,tt0042832,1950
Les trafiquants du Dunbar,1951,85,"Crime,Drama",7.1,1068.0,FR,fr,tt0042851,1950
Operation Disaster,1950,102,"Drama,History,War",7.0,836.0,US,en,tt0042810,1950
Naples millionnaire,1950,96,Comedy,7.4,348.0,FR,fr,tt0042780,1950
Murder at Harvard,1950,93,"Crime,Drama,Film-Noir",7.2,3275.0,US,en,tt0042771,1950
La porte s'ouvre,1950,106,"Crime,Drama,Film-Noir",7.4,5998.0,FR,fr,tt0042792,1950
The Night and the City,1950,101,"Crime,Film-Noir,Mystery",7.9,14902.0,GB,en,tt0042788,1950
Sanatorium,1950,91,"Drama,Romance",7.1,886.0,GB,en,tt0042752,1950
The Magnificent Heel,1950,80,"Crime,Drama,Film-Noir",7.0,633.0,US,en,tt0042953,1950
Si Paris l'avait su,1950,86,"Drama,Mystery",7.1,2111.0,FR,fr,tt0042980,1950
If You Feel Like Singing,1950,108,"Musical,Romance",7.1,4655.0,GB,en,tt0043012,1950
Panique,1950,110,"Film-Noir,Mystery,Thriller",7.0,15546.0,CA,en,tt0042994,1950
Under the Paris Sky,1951,114,"Crime,Drama",7.2,267.0,US,en,tt0042988,1950
Ultimatum,1950,94,"Drama,Thriller",7.0,2119.0,FR,fr,tt0042949,1950
Rio Grande,1950,105,"Drama,Romance,Western",7.0,17178.0,US,en,tt0042895,1950
The King of the Neighborhood,1950,100,"Comedy,Crime,Romance",8.0,521.0,US,en,tt0042888,1950
Au fil de l'eau,1950,83,"Crime,Drama,Film-Noir",7.1,3930.0,FR,fr,tt0042579,1950
Le violent,1950,94,"Drama,Film-Noir,Mystery",7.9,34022.0,FR,fr,tt0042593,1950
Harvey,1950,104,"Comedy,Drama,Fantasy",7.9,57406.0,FR,fr,tt0042546,1950
The Lady of the House,1950,94,Drama,7.3,2248.0,US,en,tt0042544,1950
La ménagerie de verre,1950,107,Drama,7.1,1253.0,FR,fr,tt0042509,1950
Sanshirô de Ginza,1950,82,Drama,7.0,16.0,FR,fr,tt0042505,1950
Les furies,1950,109,"Drama,Romance,Western",7.2,3690.0,FR,fr,tt0042490,1950
Cette sacrée jeunesse,1950,81,Comedy,7.2,1844.0,FR,fr,tt0042541,1950
Deadly Is the Female,1950,87,"Crime,Drama,Film-Noir",7.6,14303.0,US,en,tt0042530,1950
The Great Manhunt,1950,104,"Drama,Romance,Thriller",7.0,792.0,US,en,tt0042522,1950
L'homme aux abois,1950,85,Western,7.7,12159.0,FR,fr,tt0042531,1950
Lights of Variety,1950,97,"Drama,Music,Romance",7.1,3731.0,GB,en,tt0042692,1950
Old 880,1950,90,"Comedy,Crime,Romance",7.0,1844.0,US,en,tt0042742,1950
Battle Stripe,1950,87,Drama,7.1,4955.0,US,en,tt0042727,1950
Justice Is Done,1950,105,"Drama,Mystery",7.1,420.0,US,en,tt0042625,1950
Vacances sur ordonnance,1950,88,"Drama,Romance",7.3,2051.0,FR,fr,tt0042665,1950
Un drôle de mariage,1951,112,Drama,7.4,26.0,FR,fr,tt0042660,1950
La chose,1951,87,"Horror,Sci-Fi",7.1,32335.0,FR,fr,tt0044121,1950
Mandy,1952,93,Drama,7.4,970.0,FR,fr,tt0045654,1950
La conquête de l'Everest,1953,78,"Adventure,Documentary",7.3,850.0,FR,fr,tt0045646,1950
La mer cruelle,1953,126,"Drama,War",7.4,5238.0,FR,fr,tt0045659,1950
Passion sauvage,1954,110,"Drama,Romance",7.2,51.0,FR,fr,tt0045593,1950
La blonde du Far-West,1953,101,"Musical,Romance,Western",7.2,10554.0,FR,fr,tt0045591,1950
La maîtresse de papa,1953,101,"Comedy,Family,Musical",7.0,2412.0,FR,fr,tt0045586,1950
"Sans peur, sans pitié",1953,105,"Action,Drama,History",7.3,680.0,FR,fr,tt0045595,1950
Fatal Desire,1953,80,"Drama,Music,Romance",7.3,90.0,US,en,tt0045614,1950
Les hommes préfèrent les blondes,1953,91,"Comedy,Musical,Romance",7.1,41509.0,CA,en,tt0045810,1950
Geneviève,1953,86,Comedy,7.1,3350.0,FR,fr,tt0045808,1950
Two Acres of Land,1953,131,Drama,8.3,2194.0,GB,en,tt0045693,1950
Too Young for Love,1953,85,Comedy,8.1,38.0,US,en,tt0045739,1950
Vanished Melody,1952,100,"Comedy,Music,Romance",7.1,14.0,GB,en,tt0045289,1950
Seein' Nellie Home,1952,108,Drama,7.1,313.0,US,en,tt0045307,1950
Le masque arraché,1952,110,"Film-Noir,Thriller",7.5,7025.0,FR,fr,tt0045205,1950
Les trois femmes,1953,110,"Drama,Romance",7.2,60.0,FR,fr,tt0045260,1950
Othello,1951,90,"Drama,Romance",7.5,9241.0,FR,fr,tt0045251,1950
Before the Deluge,1954,138,"Crime,Drama",7.0,174.0,US,en,tt0045525,1950
"Frère aîné, soeur cadette",1953,86,Drama,7.3,470.0,FR,fr,tt0045507,1950
Règlement de comptes,1953,89,"Crime,Film-Noir,Thriller",7.9,28277.0,FR,fr,tt0045555,1950
Welcome Mr. Marshall!,1953,78,Comedy,7.9,4660.0,GB,en,tt0045554,1950
I Love Louisa,1953,112,"Comedy,Musical,Romance",7.4,12180.0,US,en,tt0045537,1950
Crosstown,1953,83,"Action,Crime,Drama",7.4,3310.0,US,en,tt0045465,1950
Tourments,1953,92,"Drama,Romance",7.9,6419.0,FR,fr,tt0045361,1950
You Belong to Me,1953,80,"Drama,Romance",7.0,2261.0,US,en,tt0045492,1950
Les musiciens de Gion ou La fête à Gion,1953,85,Drama,7.6,2283.0,FR,fr,tt0045814,1950
Le port de la drogue,1953,80,"Crime,Film-Noir,Mystery",7.6,15738.0,FR,fr,tt0046187,1950
Peter Pan,1953,77,"Adventure,Animation,Family",7.3,149215.0,FR,fr,tt0046183,1950
L'enfant et le brouillard,1953,111,"Drama,Mystery",7.2,109.0,FR,fr,tt0046129,1950
Corps sans âme,1953,101,Drama,7.2,2182.0,CA,en,tt0046313,1950
George Stevens' Production of Shane,1953,118,"Drama,Western",7.6,43185.0,GB,en,tt0046303,1950
Vacances romaines,1953,118,"Comedy,Romance",8.0,144634.0,CA,en,tt0046250,1950
Illusion Travels by Streetcar,1954,90,"Adventure,Comedy,Drama",7.0,1606.0,US,en,tt0045907,1950
L'amour ne meurt jamais,1956,95,Drama,7.0,100.0,FR,fr,tt0045903,1950
La loi du silence,1953,95,"Crime,Drama,Thriller",7.2,22662.0,CA,en,tt0045897,1950
The Wax Works,1953,88,Horror,7.0,19624.0,US,en,tt0045888,1950
Hondo,1953,83,"Drama,Romance,War",7.0,12046.0,FR,fr,tt0045883,1950
Gate of Hell,1953,89,"Drama,History",7.1,4112.0,US,en,tt0045935,1950
I Was a Parish Priest,1953,96,Drama,7.2,76.0,US,en,tt0045843,1950
The Ragged Genius,1958,92,Comedy,7.4,8.0,US,en,tt0045853,1950
La nuit des forains,1953,93,Drama,7.4,7205.0,FR,fr,tt0045848,1950
Jules César,1953,120,"Drama,History",7.2,12381.0,FR,fr,tt0045943,1950
Carol Reed's Production The Man Between,1953,100,"Crime,Drama,Film-Noir",7.0,2409.0,GB,en,tt0046031,1950
Une fille nommée Madeleine,1954,102,Drama,7.4,52.0,FR,fr,tt0046023,1950
The Little Kidnappers,1953,93,"Drama,Family,Romance",7.1,536.0,US,en,tt0046006,1950
Unknown Mariachi,1953,90,Comedy,7.9,58.0,US,en,tt0046043,1950
International Incident,1953,105,"Drama,Thriller",7.2,1704.0,US,en,tt0046040,1950
Épousez-moi,1953,73,Comedy,7.4,29.0,FR,fr,tt0046048,1950
"Embrasse-moi, chérie",1953,109,"Comedy,Musical,Romance",7.0,6666.0,FR,fr,tt0045963,1950
Lili,1953,81,"Drama,Musical,Romance",7.3,3841.0,FR,fr,tt0046000,1950
Rapt,1952,84,"Crime,Drama,Film-Noir",7.3,1371.0,FR,fr,tt0045201,1950
The Newspaper Story,1952,87,"Crime,Drama,Film-Noir",7.2,3965.0,US,en,tt0044533,1950
La légende du grand bouddha,1952,129,Drama,7.1,19.0,FR,fr,tt0044528,1950
Désir interdit,1952,100,"Crime,Drama,Mystery",8.2,22.0,FR,fr,tt0044524,1950
Crin blanc,1953,47,"Drama,Family",7.2,2257.0,FR,fr,tt0044518,1950
Le pirate rouge,1952,105,"Action,Adventure,Comedy",7.1,6822.0,FR,fr,tt0044517,1950
Voice of Silence,1953,110,Drama,7.0,89.0,US,en,tt0044511,1950
Deux sous d'espoir,1952,110,"Comedy,Romance",7.0,682.0,FR,fr,tt0044572,1950
Mascarade d'amour,1952,88,"Comedy,Musical",7.6,57.0,FR,fr,tt0044564,1950
Le manteau,1952,102,"Comedy,Drama,Fantasy",7.6,673.0,FR,fr,tt0044474,1950
L'enjôleuse,1953,81,Drama,7.2,2195.0,FR,fr,tt0044453,1950
Le démon s'éveille la nuit,1952,105,"Drama,Film-Noir,Romance",7.0,7158.0,FR,fr,tt0044502,1950
Les enfants d'Hiroshima,1952,97,"Drama,War",7.6,1340.0,FR,fr,tt0044497,1950
The Golden Coach,1952,103,"Comedy,Drama,History",7.0,3295.0,US,en,tt0044487,1950
Fan-Fan the Tulip,1952,102,"Adventure,Comedy,Romance",7.2,3360.0,US,en,tt0044602,1950
Convoi de femmes,1951,118,"Adventure,Drama,Western",7.6,3618.0,FR,fr,tt0044205,1950
Le puits,1951,86,"Drama,Thriller",7.2,867.0,FR,fr,tt0044202,1950
L'affaire Cicéron,1952,108,"Crime,Drama,Mystery",7.6,5333.0,FR,fr,tt0044314,1950
One Never Knows,1951,78,"Comedy,Crime,Fantasy",7.0,747.0,US,en,tt0044223,1950
Les amants du crime,1951,90,"Crime,Drama,Film-Noir",7.1,1568.0,FR,fr,tt0044136,1950
Baby and Me,1951,70,Comedy,7.0,18.0,US,en,tt0044156,1950
The Underdog,1951,109,"Comedy,Drama",7.3,938.0,US,en,tt0044170,1950
The Beautiful Dreamer,1952,75,"Comedy,Fantasy,Sci-Fi",7.5,144.0,US,en,tt0044412,1950
Bend of the Snake,1952,91,"Action,Adventure,Drama",7.3,9519.0,US,en,tt0044413,1950
Les ensorcelés,1952,118,"Drama,Romance",7.8,16014.0,FR,fr,tt0044391,1950
The Shepherdess and the Chimneysweep,1952,63,"Animation,Comedy,Fantasy",7.2,286.0,GB,en,tt0044414,1950
Ciel d'enfer,1954,105,"Crime,Drama,Romance",7.2,1509.0,CA,en,tt0044429,1950
L'absente,1952,112,"Drama,Mystery",7.8,37.0,FR,fr,tt0044384,1950
Dark River,1952,92,Drama,7.5,225.0,US,en,tt0044335,1950
The Murder,1952,91,"Crime,Drama,Film-Noir",7.2,8763.0,US,en,tt0044357,1950
Les anges du faubourg,1952,81,Drama,7.3,15.0,FR,fr,tt0044358,1950
Le Plaisir,1952,97,"Comedy,Drama,Romance",7.6,5144.0,GB,en,tt0045034,1950
Appel d'un inconnu,1952,105,"Drama,Film-Noir",7.0,2886.0,FR,fr,tt0045029,1950
The Magic Garden,1951,63,"Comedy,Drama,Music",8.7,16.0,US,en,tt0045021,1950
L'homme tranquille,1952,129,"Comedy,Drama,Romance",7.7,41162.0,FR,fr,tt0045061,1950
The Promoter,1952,85,Comedy,7.0,1714.0,US,en,tt0045056,1950
The City Stands Trial,1952,103,"Crime,Drama,Mystery",7.4,147.0,US,en,tt0045054,1950
The Cop and the Anthem,1952,117,"Comedy,Drama",7.2,2925.0,US,en,tt0044981,1950
Le goût du riz au thé vert,1952,116,Drama,7.7,3391.0,FR,fr,tt0044982,1950
Chantons sous la pluie,1952,103,"Comedy,Musical,Romance",8.3,254008.0,FR,fr,tt0045152,1950
Cette sacrée famille,1952,98,"Comedy,Drama,Family",7.1,2762.0,FR,fr,tt0045102,1950
Onze heures sonnaient,1952,107,Drama,7.8,823.0,FR,fr,tt0045098,1950
The Inspector-General,1952,132,"Comedy,Crime",7.7,272.0,US,en,tt0045084,1950
The Return of Don Camillo,1953,115,Comedy,7.2,2602.0,US,en,tt0045081,1950
La vie d'O'Haru femme galante,1952,148,Drama,8.1,7448.0,FR,fr,tt0045112,1950
The Dark Page,1952,82,"Crime,Drama,Film-Noir",7.4,3274.0,US,en,tt0045124,1950
The Target,1952,71,"Crime,Drama,Film-Noir",7.7,8315.0,US,en,tt0044954,1950
The Secret Four,1952,99,"Crime,Drama,Film-Noir",7.3,7898.0,GB,en,tt0044789,1950
La chanson éternelle,1952,132,"Drama,Music,Romance",7.2,101.0,FR,fr,tt0044820,1950
Secrets of Women,1952,107,"Comedy,Drama",7.0,2869.0,US,en,tt0044811,1950
The Village,1953,98,Drama,8.0,41.0,US,en,tt0044799,1950
Wynyard Browne's The Holly and the Ivy,1952,83,Drama,7.3,1862.0,GB,en,tt0044716,1950
L'éclair,1952,87,Drama,7.5,784.0,FR,fr,tt0044745,1950
Oscar Wilde's The Importance of Being Earnest,1952,95,"Comedy,Drama",7.5,6173.0,GB,en,tt0044744,1950
Soft Illusion,1952,101,Drama,7.1,23.0,CA,en,tt0044742,1950
Vivre enfin un seul jour,1952,143,Drama,8.3,84383.0,FR,fr,tt0044741,1950
L'appât,1953,91,"Drama,Thriller,Western",7.3,12380.0,FR,fr,tt0044953,1950
Daphne du Maurier's My Cousin Rachel,1952,98,"Drama,Mystery,Romance",7.1,3267.0,US,en,tt0044937,1950
Maximka,1953,67,"Adventure,Family",7.0,146.0,US,en,tt0044891,1950
Les feux de la rampe,1952,137,"Drama,Music,Romance",8.0,21565.0,CA,en,tt0044837,1950
De l'or en barres,1951,78,"Comedy,Crime",7.5,15196.0,FR,fr,tt0044829,1950
Manon des Sources,1952,228,Drama,7.5,450.0,FR,fr,tt0044883,1950
The Losers,1952,113,"Action,Drama,Sport",7.4,3438.0,US,en,tt0044860,1950
L'homme au complet blanc,1951,85,"Comedy,Drama,Sci-Fi",7.3,10517.0,FR,fr,tt0044876,1950
Le Général della Rovere,1959,132,"Drama,War",7.7,3567.0,FR,fr,tt0053856,1950
Ice-Cold in Alex,1958,130,"Adventure,Drama,War",7.7,6331.0,GB,en,tt0053935,1950
Model Husband,1959,97,Comedy,8.0,12.0,US,en,tt0202485,1950
I Want to Be a Shellfish,1959,89,"Drama,War",7.5,59.0,US,en,tt0202919,1950
Ça s'est passé dans mon quartier,1951,78,"Drama,Musical",7.8,19.0,FR,fr,tt0200948,1950
Inspector Maigret,1958,119,"Crime,Drama",7.2,2007.0,US,en,tt0050669,1950
Ce monde à part,1959,136,Drama,7.4,4181.0,FR,fr,tt0053462,1950
Fleurs de papier,1959,148,"Drama,Romance",7.8,2710.0,FR,fr,tt0052954,1950
Cour martiale,1959,84,"Drama,War",7.7,36.0,FR,fr,tt0052979,1950
Après moi le déluge,1959,105,Comedy,7.1,4289.0,FR,fr,tt0052911,1950
Les cavaliers,1959,120,"Adventure,Drama,Romance",7.1,11286.0,FR,fr,tt0052902,1950
La chasse,1959,94,"Drama,Romance,Thriller",7.3,462.0,FR,fr,tt0052939,1950
Meurtre à l'italienne,1959,115,"Crime,Drama,Mystery",7.4,1386.0,FR,fr,tt0053039,1950
Au milieu de la nuit,1959,118,Drama,7.2,1374.0,FR,fr,tt0053065,1950
Pris au piège,1959,96,"Crime,Drama",7.8,23.0,FR,fr,tt0053060,1950
Last Train from Laredo,1959,95,Western,7.3,8573.0,US,en,tt0052993,1950
The Monster,1959,79,Drama,7.0,330.0,US,en,tt0052793,1950
Été violent,1959,98,"Drama,Romance,War",7.3,1789.0,FR,fr,tt0052786,1950
Darby O'Gill et les farfadets,1959,93,"Adventure,Family,Fantasy",7.1,8923.0,FR,fr,tt0052722,1950
Back to the Wall,1958,93,"Crime,Drama,Film-Noir",7.2,513.0,US,en,tt0052753,1950
The Scarlet Baroness,1959,99,"Action,Thriller",7.0,41.0,US,en,tt0052801,1950
Soudain l'été dernier,1959,114,"Drama,Mystery,Thriller",7.5,16783.0,FR,fr,tt0053318,1950
Fate of a Man,1959,103,"Drama,War",8.0,3558.0,US,en,tt0053317,1950
Fripouillard et Cie,1959,105,Comedy,7.0,956.0,FR,fr,tt0053333,1950
The Overcoat,1959,75,Drama,7.4,321.0,US,en,tt0053274,1950
The Raging Men,1959,111,"Action,Drama,History",7.0,1457.0,US,en,tt0053272,1950
Étoiles,1959,91,"Drama,War",7.5,456.0,FR,fr,tt0053306,1950
Certains l'aiment chaud,1959,121,"Comedy,Music,Romance",8.2,277653.0,FR,fr,tt0053291,1950
Shoot Out at Warlock,1959,121,Western,7.1,6795.0,US,en,tt0053434,1950
The Door Remains Open,1959,100,Drama,7.2,34.0,US,en,tt0053429,1950
Section d'assaut sur le Sittang,1959,95,"Drama,War",7.1,1247.0,FR,fr,tt0053458,1950
